Stem,Year,DBH,Comment
178729,1996,11.8,NA
178729,1999,12,NA
178729,2002,12.1,NA
178729,2005,12.1,NA
178729,2014,NA,dead
178730,1993,7.7,NA
178730,1996,8,NA
178730,1999,8.3,NA
178730,2002,8.4,NA
178730,2005,8.3,NA
178730,2014,NA,dead
178731,1993,5.5,NA
178731,1996,5.8,NA
178731,1999,5.9,NA
178731,2002,6,NA
178731,2005,6,NA
178731,2014,NA,dead
178741,1993,21.8,NA
178741,1996,22.9,NA
178741,1999,24.3,NA
178741,2002,26,NA
178741,2005,27.3,NA
178741,2014,NA,dead
178742,1993,11.2,NA
178742,1996,11.3,NA
178742,1999,11.6,NA
178742,2002,11.7,NA
178742,2005,11.7,NA
178742,2014,NA,dead
178743,1993,3,NA
178743,1996,3.1,NA
178743,1999,NA,dead
178744,1993,4,NA
178744,1996,4.1,NA
178744,1999,NA,dead
RG842,2014,5.4,NA
179745,1993,5.4,NA
179745,1996,5.9,NA
179745,1999,NA,dead
179746,1993,3.8,NA
179746,1996,NA,dead
RG637,2014,4.1,NA
RG641,2014,3,NA
RG642,2014,3,NA
RG643,2014,4.4,NA
180105,1999,3.1,NA
180105,2002,3.4,NA
180105,2005,3.6,NA
180105,2014,4,bark-stripped
180702,2002,3.4,NA
180702,2005,3.8,NA
180702,2014,5.2,NA
180919,1993,11.8,NA
180919,1996,12.3,NA
180919,1999,12.8,NA
180919,2002,13.3,NA
180919,2005,13.6,NA
180919,2014,14.4,NA
180920,1993,3,NA
180920,1996,3.2,NA
180920,1999,3.1,NA
180920,2002,3.1,NA
180920,2005,3.1,NA
180920,2014,3.1,NA
180921,1993,3,NA
180921,1996,3.7,NA
180921,1999,4.4,NA
180921,2002,5,NA
180921,2005,5.6,NA
180921,2014,6.9,bark-stripped
180922,1993,5.6,NA
180922,1996,5.8,NA
180922,1999,5.9,NA
180922,2002,5.9,NA
180922,2005,6,NA
180922,2014,NA,dead
180923,1993,26,NA
180923,1996,26.7,NA
180923,1999,27.1,NA
180923,2002,27.6,NA
180923,2005,28.1,NA
180923,2014,29.1,NA
180924,1993,11.2,NA
180924,1996,11.6,NA
180924,1999,11.9,NA
180924,2002,12.3,NA
180924,2005,12.4,NA
180924,2014,13.1,NA
180925,1993,6,NA
180925,1996,6.6,NA
180925,1999,6.8,NA
180925,2002,7.3,NA
180925,2005,7.5,NA
180925,2014,7.7,wounded
180926,1993,4.1,NA
180926,1996,4.2,NA
180926,1999,4.5,NA
180926,2002,4.6,NA
180926,2005,4.6,NA
180926,2014,NA,dead
180927,1993,16.3,NA
180927,1996,18.1,NA
180927,1999,19.7,NA
180927,2002,21.1,NA
180927,2005,22.3,NA
180927,2014,25,NA
180936,1993,4.3,NA
180936,1996,4.3,NA
180936,1999,4.4,NA
180936,2002,4.4,NA
180936,2005,4.4,NA
180936,2014,4.9,NA
180937,1993,3.8,NA
180937,1996,NA,dead
RG644,2014,4.4,wounded
181340,2005,3.7,NA
181340,2014,5,NA
181920,1993,4.3,NA
181920,1996,4.5,NA
181920,1999,5.1,NA
181920,2002,5.5,NA
181920,2005,5.9,NA
181920,2014,7,NA
181928,1993,8.3,NA
181928,1996,8.4,stem broken
181928,1999,8.3,NA
181928,2002,NA,dead
181929,1993,25,NA
181929,1996,25.1,NA
181929,1999,25.2,NA
181929,2002,25.5,NA
181929,2005,25.4,weaken
181929,2014,NA,dead
181930,1993,5.9,NA
181930,1996,6.1,NA
181930,1999,6.3,NA
181930,2002,6.7,NA
181930,2005,7.2,NA
181930,2014,9.8,NA
181931,1993,5.5,NA
181931,1996,5.5,NA
181931,1999,5.5,NA
181931,2002,5.6,NA
181931,2005,5.6,NA
181931,2014,5.8,NA
181932,1993,9.8,NA
181932,1996,10.6,NA
181932,1999,11.2,NA
181932,2002,12.4,NA
181932,2005,13.3,NA
181932,2014,15.2,NA
181933,1993,3.2,NA
181933,1996,3.5,NA
181933,1999,4,NA
181933,2002,4.6,NA
181933,2005,5.2,NA
181933,2014,6.5,wounded
181934,1993,5.3,NA
181934,1996,5.6,NA
181934,1999,5.7,NA
181934,2002,6.1,NA
181934,2005,6.7,NA
181934,2014,8.3,NA
181935,1993,4.6,NA
181935,1996,4.7,NA
181935,1999,NA,dead
RG654,2014,3.6,NA
RG658,2014,3.3,bark-stripped
RG661,2014,3.2,bark-stripped/stem broken
182935,1993,22.5,NA
182935,1996,23.5,NA
182935,1999,24.4,NA
182935,2002,25.1,NA
182935,2005,25.7,NA
182935,2014,26.8,NA
182936,1993,28.8,NA
182936,1996,29.1,NA
182936,1999,29.4,NA
182936,2002,29.6,NA
182936,2005,NA,dead
182937,1993,4.8,NA
182937,1996,5,NA
182937,1999,5.3,NA
182937,2002,5.4,NA
182937,2005,5.6,NA
182937,2014,6.4,NA
182938,1993,4.1,NA
182938,1996,4.3,NA
182938,1999,4.4,NA
182938,2002,4.6,NA
182938,2005,4.9,NA
182938,2014,5.8,NA
182939,1993,18,NA
182939,1996,18.5,NA
182939,1999,19.1,NA
182939,2002,19.7,NA
182939,2005,20.3,NA
182939,2014,22,NA
182940,1993,11.6,NA
182940,1996,12,NA
182940,1999,12.6,NA
182940,2002,13.5,NA
182940,2005,13.8,NA
182940,2014,14.8,bark-stripped
182941,1993,11.2,NA
182941,1996,11.5,NA
182941,1999,11.6,NA
182941,2002,11.8,NA
182941,2005,NA,dead
182942,1993,21.7,NA
182942,1996,23.2,NA
182942,1999,24.2,NA
182942,2002,25.3,NA
182942,2005,25.9,NA
182942,2014,30,NA
182943,1993,17.1,NA
182943,1996,17.5,NA
182943,1999,17.9,NA
182943,2002,18.6,NA
182943,2005,19.1,NA
182943,2014,22.2,NA
182944,1993,8.8,NA
182944,1996,9.7,NA
182944,1999,11,NA
182944,2002,12.1,NA
182944,2005,13.3,NA
182944,2014,15.5,NA
182945,1993,9.8,NA
182945,1996,10.6,NA
182945,1999,11.1,NA
182945,2002,11.6,NA
182945,2005,12.1,NA
182945,2014,14.2,NA
RG666,2014,4.4,bark-stripped
183106,1999,3,NA
183106,2002,3.1,NA
183106,2005,3.2,NA
183106,2014,3.4,NA
183341,2005,3.5,NA
183341,2014,4.7,bark-stripped (all circumference)
183946,1993,16.5,NA
183946,1996,17.3,NA
183946,1999,18.3,NA
183946,2002,19,NA
183946,2005,19.6,NA
183946,2014,21.7,NA
183947,1993,3.8,NA
183947,1996,4,NA
183947,1999,3.9,NA
183947,2002,4.1,NA
183947,2005,4.2,NA
183947,2014,4.7,bark-stripped
183948,1993,8.8,NA
183948,1996,9.5,NA
183948,1999,10.2,NA
183948,2002,10.5,NA
183948,2005,NA,dead
183949,1993,17,NA
183949,1996,17.8,NA
183949,1999,18.1,NA
183949,2002,18.7,NA
183949,2005,18.6,NA
183949,2014,NA,dead
183950,1993,10,NA
183950,1996,10.2,NA
183950,1999,10.5,NA
183950,2002,10.6,NA
183950,2005,10.6,NA
183950,2014,NA,dead
183951,1993,11.4,NA
183951,1996,11.7,NA
183951,1999,12,NA
183951,2002,12.5,NA
183951,2005,12.7,NA
183951,2014,NA,dead
183952,1993,3.9,NA
183952,1996,4.2,NA
183952,1999,4.5,NA
183952,2002,4.9,NA
183952,2005,5.3,NA
183952,2014,6.1,bark-stripped
183953,1993,4.3,NA
183953,1996,4.7,NA
183953,1999,5.3,NA
183953,2002,5.8,NA
183953,2005,6.5,NA
183953,2014,9.4,NA
183954,1993,7.8,NA
183954,1996,8.1,NA
183954,1999,8.3,NA
183954,2002,8.8,NA
183954,2005,9.3,NA
183954,2014,11.1,bark-stripped
183955,1993,9,NA
183955,1996,9.3,NA
183955,1999,9.5,NA
183955,2002,9.8,NA
183955,2005,10.2,NA
183955,2014,12.8,bark-stripped
RG673,2014,3.6,bark-stripped
RG675,2014,3.5,bark-stripped
184956,1993,16.6,NA
184956,1996,17.1,NA
184956,1999,17.8,NA
184956,2002,18.3,NA
184956,2005,18.8,NA
184956,2014,NA,dead
184957,1993,16.3,NA
184957,1996,16.7,NA
184957,1999,17.4,NA
184957,2002,17.4,NA
184957,2005,17.4,NA
184957,2014,20.7,NA
184958,1993,4.3,NA
184958,1996,4.3,NA
184958,1999,4.3,NA
184958,2002,4.2,NA
184958,2005,NA,dead
184959,1993,3.4,NA
184959,1996,3.4,NA
184959,1999,NA,dead
184960,1993,4.6,NA
184960,1996,4.4,weaken
184960,1999,NA,dead
RG684,2014,3.1,NA
185701,2002,3.3,NA
185701,2005,3.5,NA
185701,2014,NA,dead
185961,1993,11,NA
185961,1996,11.3,NA
185961,1999,11.7,NA
185961,2002,11.8,NA
185961,2005,12,NA
185961,2014,12.8,NA
185962,1993,16.8,NA
185962,1996,17.3,NA
185962,1999,17.9,NA
185962,2002,18.7,NA
185962,2005,18.9,NA
185962,2014,19.8,NA
185963,1993,5.2,NA
185963,1996,5.2,NA
185963,1999,5.1,NA
185963,2002,NA,dead
185964,1993,8.5,NA
185964,1996,9,NA
185964,1999,9.8,NA
185964,2002,10.7,NA
185964,2005,11.3,NA
185964,2014,12.8,bark-stripped
185965,1993,9.2,NA
185965,1996,9.3,NA
185965,1999,9.8,NA
185965,2002,10.1,NA
185965,2005,10.1,NA
185965,2014,10.8,NA
185967,1993,13.7,NA
185967,1996,14.1,NA
185967,1999,14.3,NA
185967,2002,14.5,NA
185967,2005,14.9,NA
185967,2014,15,NA
185968,1993,11.1,NA
185968,1996,11.1,NA
185968,1999,11.3,NA
185968,2002,11.5,NA
185968,2005,11.7,NA
185968,2014,12.4,NA
185969,1993,14,NA
185969,1996,14.6,NA
185969,1999,14.6,NA
185969,2002,14.7,NA
185969,2005,14.7,NA
185969,2014,NA,dead
185970,1993,14.1,NA
185970,1996,14.1,NA
185970,1999,14.1,NA
185970,2002,14.2,NA
185970,2005,14.3,NA
185970,2014,14.3,NA
185971,1993,17.4,NA
185971,1996,17.8,NA
185971,1999,18.3,NA
185971,2002,18.7,NA
185971,2005,18.8,NA
185971,2014,NA,dead
185972,1993,5.3,NA
185972,1996,5.4,NA
185972,1999,5.6,NA
185972,2002,5.9,NA
185972,2005,6,NA
185972,2014,6.6,NA
185973,1993,3.2,NA
185973,1996,3.2,NA
185973,1999,3.2,NA
185973,2002,3.3,NA
185973,2005,3.3,NA
185973,2014,3.9,NA
186107,1999,3.1,NA
186107,2002,3.6,NA
186107,2005,4.4,NA
186107,2014,8.8,bark-stripped (all circumference)
186342,2005,3.6,NA
186342,2014,5.1,bark-stripped
186613,1996,3.2,NA
186613,1999,3.2,NA
186613,2002,3.4,NA
186613,2005,3.6,NA
186613,2014,4.2,NA
186921,1993,9.7,NA
186921,1996,10.2,NA
186921,1999,10,NA
186921,2002,10.3,NA
186921,2005,10.4,NA
186921,2014,11.4,NA
186922,1993,5,NA
186922,1996,6.3,NA
186922,1999,NA,dead
186974,1993,8.4,NA
186974,1996,9.3,NA
186974,1999,10,NA
186974,2002,10.9,NA
186974,2005,11.5,NA
186974,2014,13.3,NA
186975,1993,5,NA
186975,1996,5.3,NA
186975,1999,5.4,NA
186975,2002,5.7,NA
186975,2005,6,NA
186975,2014,6.6,NA
186976,1993,10.7,NA
186976,1996,11.1,NA
186976,1999,11,NA
186976,2002,11.5,NA
186976,2005,11.2,NA
186976,2014,11.9,NA
186977,1993,3.8,NA
186977,1996,4,NA
186977,1999,4.1,NA
186977,2002,4.3,NA
186977,2005,4.3,NA
186977,2014,NA,dead
186978,1993,3.7,NA
186978,1996,4.4,NA
186978,1999,4.9,NA
186978,2002,5.4,NA
186978,2005,5.8,NA
186978,2014,7.3,NA
187338,2005,6.6,NA
187338,2014,11.6,NA
187979,1993,13.3,NA
187979,1996,13.5,NA
187979,1999,13.5,NA
187979,2002,13.6,NA
187979,2005,13.7,NA
187979,2014,NA,dead
187980,1993,3.9,NA
187980,1996,4.1,NA
187980,1999,3.9,NA
187980,2002,4.1,NA
187980,2005,4,NA
187980,2014,NA,dead
187981,1996,3,NA
187981,1999,3.5,NA
187981,2002,3.8,NA
187981,2005,3.9,NA
187981,2014,NA,dead
187982,1996,3.1,NA
187982,1999,3.3,NA
187982,2002,3,NA
187982,2005,3,NA
187982,2014,NA,dead
187983,1993,20.2,NA
187983,1996,20.8,NA
187983,1999,21.1,NA
187983,2002,21.6,NA
187983,2005,22.3,NA
187983,2014,NA,dead
188984,1993,10.2,NA
188984,1996,NA,dead
189919,1993,3.2,NA
189919,1996,3.2,NA
189919,1999,NA,dead
189985,1993,38.5,NA
189985,1996,39.1,NA
189985,1999,40,NA
189985,2002,40.7,NA
189985,2005,41.7,NA
189985,2014,NA,dead
189988,1993,5.4,NA
189988,1996,5.5,NA
189988,1999,5.5,NA
189988,2002,5.5,NA
189988,2005,5.5,NA
189988,2014,NA,dead
189989,1993,4.1,NA
189989,1996,4.2,NA
189989,1999,4.1,NA
189989,2002,4.1,NA
189989,2005,4.1,NA
189989,2014,NA,dead
189990,1993,4.1,NA
189990,1996,4.3,NA
189990,1999,4.2,NA
189990,2002,4.2,NA
189990,2005,4.2,NA
189990,2014,NA,dead
189991,1993,3.4,NA
189991,1996,3.6,NA
189991,1999,3.6,NA
189991,2002,3.7,NA
189991,2005,3.7,NA
189991,2014,NA,dead
RG695,2014,3.2,bark-stripped
RG703,2014,3.1,NA
RG705,2014,3,NA
190110,1999,3.2,NA
190110,2002,3.4,NA
190110,2005,3.7,NA
190110,2014,4.8,NA
190343,2005,3.2,NA
190343,2014,3.6,NA
190401,1993,8.9,NA
190401,1996,9.1,NA
190401,1999,9,NA
190401,2002,8.9,NA
190401,2005,NA,dead
190402,1993,4.7,NA
190402,1996,4.9,NA
190402,1999,NA,dead
190992,1993,4.4,NA
190992,1996,5.8,NA
190992,1999,7.7,NA
190992,2002,9.1,NA
190992,2005,10.2,NA
190992,2014,13,NA
190993,1993,3.9,NA
190993,1996,4.6,NA
190993,1999,5.2,NA
190993,2002,5.5,NA
190993,2005,5.9,NA
190993,2014,7.2,NA
190994,1993,7.1,NA
190994,1996,8.5,NA
190994,1999,9.9,NA
190994,2002,11.2,NA
190994,2005,12.2,NA
190994,2014,14.8,NA
190995,1993,4.5,NA
190995,1996,5.4,NA
190995,1999,5.9,NA
190995,2002,6.3,NA
190995,2005,6.6,NA
190995,2014,7.8,bark-stripped
190996,1993,3.3,NA
190996,1996,3.9,NA
190996,1999,4.4,NA
190996,2002,4.8,NA
190996,2005,5.2,NA
190996,2014,6.3,NA
190997,1996,3.2,NA
190997,1999,3.2,NA
190997,2002,3.3,NA
190997,2005,3.4,NA
190997,2014,3.6,NA
191403,1993,6.3,NA
191403,1996,6.7,NA
191403,1999,7.3,NA
191403,2002,7.6,NA
191403,2005,7.4,NA
191403,2014,7.6,NA
191404,1993,12.7,NA
191404,1996,13.5,NA
191404,1999,13.8,NA
191404,2002,14.5,NA
191404,2005,14.7,NA
191404,2014,17,NA
191405,1993,10.5,NA
191405,1996,12,NA
191405,1999,13.1,NA
191405,2002,14.3,NA
191405,2005,15.2,NA
191405,2014,18,NA
191406,1993,4.8,NA
191406,1996,4.9,NA
191406,1999,5.2,NA
191406,2002,5.3,NA
191406,2005,5.5,NA
191406,2014,5.8,NA
191407,1996,3.3,NA
191407,1999,3.7,NA
191407,2002,4,NA
191407,2005,4.4,NA
191407,2014,5.6,NA
191408,1993,5.6,NA
191408,1996,5.6,NA
191408,1999,NA,dead
191409,1993,4.7,NA
191409,1996,4.6,NA
191409,1999,NA,dead
191410,1993,9.8,NA
191410,1996,10.2,NA
191410,1999,10.4,NA
191410,2002,10.6,NA
191410,2005,10.5,NA
191410,2014,10.4,NA
191411,1993,13.8,NA
191411,1996,14.8,NA
191411,1999,15.8,NA
191411,2002,16.7,NA
191411,2005,17.4,NA
191411,2014,20.1,bark-stripped
192344,2005,3.3,NA
192344,2014,NA,dead
192345,2005,5.8,NA
192345,2014,NA,dead
192412,1993,17.5,NA
192412,1996,19,NA
192412,1999,20.3,NA
192412,2002,21.3,NA
192412,2005,22,NA
192412,2014,24.1,NA
192413,1993,4.8,NA
192413,1996,5.1,NA
192413,1999,5.3,NA
192413,2002,5.3,NA
192413,2005,5.4,NA
192413,2014,5.4,NA
192414,1993,6.1,NA
192414,1996,6.3,NA
192414,1999,6.4,NA
192414,2002,NA,dead
192415,1993,3.3,NA
192415,1996,3.6,NA
192415,1999,3.5,NA
192415,2002,NA,dead
192416,1993,4,NA
192416,1996,4.6,NA
192416,1999,5.1,NA
192416,2002,5.7,NA
192416,2005,5.8,NA
192416,2014,6,NA
192417,1993,14.9,NA
192417,1996,16.2,NA
192417,1999,16.6,NA
192417,2002,17.3,NA
192417,2005,17.8,NA
192417,2014,18.7,NA
192418,1993,4.6,NA
192418,1996,4.9,NA
192418,1999,5.1,NA
192418,2002,5.2,NA
192418,2005,5.2,NA
192418,2014,5.2,NA
192419,1993,4,NA
192419,1996,4.1,NA
192419,1999,NA,dead
192420,1993,4,NA
192420,1996,4.1,NA
192420,1999,4.1,weaken
192420,2002,4.2,NA
192420,2005,4.1,NA
192420,2014,NA,dead
RG720,2014,3.4,NA
RG721,2014,6,bark-stripped
193111,1999,4.8,NA
193111,2002,6.7,NA
193111,2005,8.5,NA
193111,2014,15.6,NA
193201,2005,3.1,NA
193201,2014,4,NA
193346,2005,3.4,NA
193346,2014,4.6,bark-stripped (all circumference)
193421,1993,3.2,NA
193421,1996,4.1,NA
193421,1999,4.3,NA
193421,2002,4.5,NA
193421,2005,4.8,NA
193421,2014,7.7,bark-stripped
193422,1996,3.4,NA
193422,1999,4.1,NA
193422,2002,4.4,NA
193422,2005,4.4,NA
193422,2014,5.1,bark-stripped
193424,1993,4.3,NA
193424,1996,4.9,NA
193424,1999,5.9,NA
193424,2002,6.6,NA
193424,2005,7.9,NA
193424,2014,9.6,NA
193425,1993,14.4,NA
193425,1996,15.7,NA
193425,1999,16.6,NA
193425,2002,17.6,NA
193425,2005,18.3,NA
193425,2014,20.1,NA
193426,1993,5.7,NA
193426,1996,NA,dead
193427,1993,3.5,NA
193427,1996,4.1,NA
193427,1999,3.8,NA
193427,2002,3.9,NA
193427,2005,3.9,NA
193427,2014,4.4,NA
RG735,2014,4.2,NA
RG736,2014,3,NA
194428,1993,23.1,NA
194428,1996,23.4,NA
194428,1999,23.5,NA
194428,2002,NA,dead
194429,1993,3.3,NA
194429,1996,4,NA
194429,1999,4.3,NA
194429,2002,4.5,NA
194429,2005,4.5,NA
194429,2014,NA,cut
194430,1993,3.5,NA
194430,1996,3.9,NA
194430,1999,4.3,NA
194430,2002,4.6,NA
194430,2005,4.9,NA
194430,2014,NA,cut
194431,1993,3.5,NA
194431,1996,3.6,NA
194431,1999,3.6,NA
194431,2002,3.6,NA
194431,2005,NA,dead
194432,1993,5.9,NA
194432,1996,5.9,NA
194432,1999,5.8,NA
194432,2002,6,NA
194432,2005,6,NA
194432,2014,NA,cut
194433,1993,3.2,NA
194433,1996,3.4,NA
194433,1999,3.4,NA
194433,2002,NA,dead
194435,1993,5.9,NA
194435,1996,7.4,NA
194435,1999,8.7,NA
194435,2002,9.5,NA
194435,2005,10.7,NA
194435,2014,14.2,bark-stripped
194436,1993,4.5,NA
194436,1996,5,NA
194436,1999,4.9,NA
194436,2002,5,NA
194436,2005,5,NA
194436,2014,NA,cut
194437,1993,3.2,NA
194437,1996,NA,dead
194438,1993,6,NA
194438,1996,7.2,NA
194438,1999,8.8,NA
194438,2002,10.4,NA
194438,2005,12.4,NA
194438,2014,15.1,NA
194439,1993,3.2,NA
194439,1996,3.7,NA
194439,1999,4.5,NA
194439,2002,5.3,NA
194439,2005,6.3,NA
194439,2014,11.4,bark-stripped
194445,1993,10.3,NA
194445,1996,11.5,NA
194445,1999,12.7,NA
194445,2002,13.8,NA
194445,2005,14.6,NA
194445,2014,16.7,NA
194610,1996,3.2,NA
194610,1999,3.4,NA
194610,2002,3.3,NA
194610,2005,3.4,NA
194610,2014,3.3,shrunk
194611,1996,3.2,NA
194611,1999,4,NA
194611,2002,4.8,NA
194611,2005,5.5,NA
194611,2014,8.3,bark-stripped (all circumference)
RG741,2014,4.7,bark-stripped
RG742,2014,3.8,bark-stripped
RG743,2014,4.4,bark-stripped
RG744,2014,3.2,NA
195203,1993,12.4,NA
195203,1996,13.2,NA
195203,1999,14,NA
195203,2002,13.8,NA
195203,2005,15.2,NA
195203,2014,16.7,NA
195440,1993,18.7,NA
195440,1996,19.2,NA
195440,1999,20.6,NA
195440,2002,21.8,NA
195440,2005,22.3,NA
195440,2014,28.2,NA
195441,1993,11.2,NA
195441,1996,11.3,NA
195441,1999,11.2,NA
195441,2002,11.1,NA
195441,2005,NA,dead
195442,1993,6.7,NA
195442,1996,6.7,NA
195442,1999,6.6,NA
195442,2002,6.4,NA
195442,2005,NA,dead
195443,1993,20.3,NA
195443,1996,21.6,NA
195443,1999,22.3,NA
195443,2002,23,NA
195443,2005,23.3,NA
195443,2014,24.6,NA
195444,1993,11.7,NA
195444,1996,12.2,NA
195444,1999,13,NA
195444,2002,13.6,NA
195444,2005,15.5,NA
195444,2014,16.5,NA
195923,1993,4.3,NA
195923,1996,4.4,NA
195923,1999,4.4,NA
195923,2002,NA,dead
RG750,2014,4.8,bark-stripped
196446,1993,14.6,NA
196446,1996,15.3,NA
196446,1999,15.7,NA
196446,2002,16.5,NA
196446,2005,16.6,NA
196446,2014,17.7,NA
196447,1993,3.6,NA
196447,1996,3.7,NA
196447,1999,3.9,NA
196447,2002,4,NA
196447,2005,NA,dead
196448,1993,11.4,NA
196448,1996,12.3,NA
196448,1999,13,NA
196448,2002,13.7,NA
196448,2005,14.1,NA
196448,2014,15,NA
196449,1993,4.8,NA
196449,1996,5.1,NA
196449,1999,5.2,NA
196449,2002,5.1,NA
196449,2005,5,NA
196449,2014,NA,dead
196450,1993,11.1,NA
196450,1996,11.6,NA
196450,1999,12.1,NA
196450,2002,12.6,NA
196450,2005,13.2,NA
196450,2014,14.2,NA
196451,1993,12.9,NA
196451,1996,13.3,NA
196451,1999,13.4,NA
196451,2002,13.8,NA
196451,2005,14,NA
196451,2014,14.8,NA
196452,1993,9.7,NA
196452,1996,10.2,NA
196452,1999,10.6,NA
196452,2002,10.9,NA
196452,2005,11.2,NA
196452,2014,11.9,NA
196453,1993,3.9,NA
196453,1996,4,NA
196453,1999,3.9,NA
196453,2002,4,NA
196453,2005,4,NA
196453,2014,3.8,shrunk
196454,1993,4.9,NA
196454,1996,5.7,NA
196454,1999,6.3,NA
196454,2002,6.5,NA
196454,2005,6.5,NA
196454,2014,8.5,NA
196455,1993,7.5,NA
196455,1996,8,NA
196455,1999,8.4,NA
196455,2002,9,NA
196455,2005,9.5,NA
196455,2014,11.7,NA
196456,1993,5.5,NA
196456,1996,5.6,NA
196456,1999,5.6,NA
196456,2002,5.8,NA
196456,2005,5.8,NA
196456,2014,5.8,NA
196457,1993,3.4,NA
196457,1996,3.6,NA
196457,1999,3.7,NA
196457,2002,3.9,NA
196457,2005,4,NA
196457,2014,4.7,NA
196458,1999,3,NA
196458,2002,3.1,NA
196458,2005,3.2,NA
196458,2014,3.6,NA
197348,2005,3.1,NA
197348,2014,NA,dead
197459,1993,12.9,NA
197459,1996,12.7,NA
197459,1999,12.9,NA
197459,2002,13.1,NA
197459,2005,13.1,NA
197459,2014,NA,dead
197460,1993,51.7,NA
197460,1996,53.3,NA
197460,1999,55.8,NA
197460,2002,56.8,NA
197460,2005,57.5,NA
197460,2014,NA,cut
197461,1993,28,NA
197461,1996,28.8,NA
197461,1999,30.4,NA
197461,2002,32.2,NA
197461,2005,35.4,NA
197461,2014,34,bored/weaken
197462,1993,15.5,NA
197462,1996,16.1,NA
197462,1999,17.4,NA
197462,2002,18.3,NA
197462,2005,19.1,NA
197462,2014,21.5,bored
197463,1993,3.2,NA
197463,1996,3.6,NA
197463,1999,3.9,NA
197463,2002,4.2,NA
197463,2005,4.3,NA
197463,2014,NA,dead
197464,1993,7.6,NA
197464,1996,7.9,NA
197464,1999,8.2,NA
197464,2002,8.9,NA
197464,2005,9.2,NA
197464,2014,NA,dead
197465,1993,4.4,NA
197465,1996,4.3,NA
197465,1999,4.3,NA
197465,2002,NA,dead
197466,1993,42.3,NA
197466,1996,43.4,NA
197466,1999,44.2,NA
197466,2002,44.6,NA
197466,2005,46.2,NA
197466,2014,NA,cut
197467,1993,12.6,NA
197467,1996,12.9,NA
197467,1999,13.2,NA
197467,2002,13.6,NA
197467,2005,13.9,NA
197467,2014,15.2,NA
197469,1993,15.3,NA
197469,1996,15.9,NA
197469,1999,16.3,NA
197469,2002,16.7,NA
197469,2005,17,NA
197469,2014,NA,dead
197471,1993,38.9,NA
197471,1996,39.9,NA
197471,1999,40.9,NA
197471,2002,41.4,NA
197471,2005,42.3,NA
197471,2014,NA,cut
197472,1993,3.8,NA
197472,1996,NA,dead
197473,1993,7.7,NA
197473,1996,7.8,NA
197473,1999,7.8,NA
197473,2002,8.1,NA
197473,2005,8.1,NA
197473,2014,NA,dead
197924,1993,26.6,NA
197924,1996,27,NA
197924,1999,27.5,NA
197924,2002,28,NA
197924,2005,28.9,NA
197924,2014,NA,cut
198202,2002,3.1,NA
198202,2005,3.1,NA
198202,2014,NA,dead
198474,1993,22.9,NA
198474,1996,22.9,NA
198474,1999,22.9,NA
198474,2002,23,NA
198474,2005,22.9,NA
198474,2014,NA,cut
198475,1993,4.3,NA
198475,1996,4.4,NA
198475,1999,4.6,NA
198475,2002,4.7,NA
198475,2005,4.7,NA
198475,2014,NA,dead
198476,1993,4,NA
198476,1996,4,NA
198476,1999,4.3,NA
198476,2002,4.4,NA
198476,2005,4.5,NA
198476,2014,NA,dead
198477,1993,4.8,NA
198477,1996,4.7,NA
198477,1999,5.2,NA
198477,2002,5.6,NA
198477,2005,5.6,NA
198477,2014,NA,dead
198478,1993,7.4,NA
198478,1996,7.4,NA
198478,1999,7.4,NA
198478,2002,NA,dead
199479,1993,9.4,NA
199479,1996,9.3,NA
199479,1999,9.3,NA
199479,2002,9.3,NA
199479,2005,NA,dead
199480,1993,6.1,NA
199480,1996,6.1,NA
199480,1999,6.1,NA
199480,2002,6.1,NA
199480,2005,6.1,NA
199480,2014,7.8,NA
199481,1993,11.7,NA
199481,1996,12,NA
199481,1999,12.3,NA
199481,2002,12.6,NA
199481,2005,12.5,NA
199481,2014,NA,dead
199482,1993,3.5,NA
199482,1996,4,NA
199482,1999,4.1,NA
199482,2002,4.4,NA
199482,2005,5.2,NA
199482,2014,NA,dead
RG763,2014,3,NA
200179,1999,6.7,NA
200179,2002,8.1,NA
200179,2005,9.4,NA
200179,2014,12.6,NA
200747,1993,5.1,NA
200747,1996,5.1,NA
200747,1999,5,NA
200747,2002,5.1,NA
200747,2005,5,NA
200747,2014,NA,dead
200748,1993,15.5,NA
200748,1996,16,NA
200748,1999,16.3,NA
200748,2002,16.5,NA
200748,2005,16.6,NA
200748,2014,16.9,NA
200749,1993,11.1,NA
200749,1996,12.5,NA
200749,1999,14.5,NA
200749,2002,16.1,NA
200749,2005,17.8,NA
200749,2014,22.3,NA
200750,1993,11.8,NA
200750,1996,12.7,NA
200750,1999,14.5,NA
200750,2002,15.5,NA
200750,2005,16.4,NA
200750,2014,NA,dead
200751,1993,7.8,NA
200751,1996,8.2,NA
200751,1999,8.8,NA
200751,2002,9.4,NA
200751,2005,9.9,NA
200751,2014,NA,dead
200752,1993,16,NA
200752,1996,16.6,NA
200752,1999,17.1,NA
200752,2002,17.5,NA
200752,2005,18.1,NA
200752,2014,19.1,NA
201753,1993,3.9,NA
201753,1996,3.9,NA
201753,1999,3.9,NA
201753,2002,NA,dead
201754,1993,8.9,NA
201754,1996,10,NA
201754,1999,10.6,NA
201754,2002,11.1,NA
201754,2005,11.6,NA
201754,2014,NA,cut
201755,1993,16.3,NA
201755,1996,17.3,NA
